ACCESSION_NUMBER,ID,ISSUEJURISDICTIONSECUROFFERING
0001923174-25-000005,61,A8
0001923174-25-000005,41,RI
0001923174-25-000005,25,MS
0001923174-25-000005,1,AL
0001923174-25-000005,3,AZ
0001923174-25-000005,5,CA
0001923174-25-000005,7,CT
0001923174-25-000005,9,DC
0001923174-25-000005,11,GA
0001923174-25-000005,13,ID
0001923174-25-000005,15,IN
0001923174-25-000005,17,KS
0001923174-25-000005,19,LA
0001923174-25-000005,21,MD
0001923174-25-000005,23,MI
0001923174-25-000005,27,MT
0001923174-25-000005,29,NV
0001923174-25-000005,31,NJ
0001923174-25-000005,33,NY
0001923174-25-000005,35,ND
0001923174-25-000005,37,OK
0001923174-25-000005,39,PA
0001923174-25-000005,42,SC
0001923174-25-000005,44,TN
0001923174-25-000005,46,UT
0001923174-25-000005,48,VA
0001923174-25-000005,50,WV
0001923174-25-000005,52,WY
0001923174-25-000005,54,A1
0001923174-25-000005,56,A3
0001923174-25-000005,58,A5
0001923174-25-000005,60,A7
0001923174-25-000005,62,A9
0001923174-25-000005,64,Z4
0002066043-25-000004,31,NJ
0002066043-25-000004,62,A9
0002066043-25-000004,35,ND
0002066043-25-000004,37,OK
0002066043-25-000004,39,PA
0002066043-25-000004,41,RI
0002066043-25-000004,43,SD
0002066043-25-000004,45,TX
0002066043-25-000004,47,VT
0002066043-25-000004,49,WA
0002066043-25-000004,51,WI
0002066043-25-000004,53,A0
0002066043-25-000004,55,A2
0002066043-25-000004,57,A4
0002066043-25-000004,59,A6
0002066043-25-000004,61,A8
0002066043-25-000004,63,B0
0002066043-25-000004,64,Z4
0002066043-25-000004,1,AL
0002066043-25-000004,3,AZ
0002066043-25-000004,5,CA
0002066043-25-000004,7,CT
0002066043-25-000004,9,DC
0002066043-25-000004,11,GA
0002066043-25-000004,13,ID
0002066043-25-000004,15,IN
0002066043-25-000004,17,KS
0002066043-25-000004,19,LA
0002066043-25-000004,21,MD
0002066043-25-000004,23,MI
0002066043-25-000004,25,MS
0002066043-25-000004,27,MT
0002066043-25-000004,29,NV
0002066043-25-000004,2,AK
0002066043-25-000004,4,AR
0002066043-25-000004,6,CO
0002066043-25-000004,8,DE
0002066043-25-000004,10,FL
0002066043-25-000004,12,HI
0002066043-25-000004,14,IL
0002066043-25-000004,16,IA
0002066043-25-000004,18,KY
0002066043-25-000004,20,ME
0002066043-25-000004,22,MA
0002066043-25-000004,24,MN
0002066043-25-000004,26,MO
0002066043-25-000004,28,NE
0002066043-25-000004,30,NH
0002066043-25-000004,32,NM
0002066043-25-000004,34,NC
0002066043-25-000004,36,OH
0002066043-25-000004,38,OR
0002066043-25-000004,40,PR
0002066043-25-000004,42,SC
0002066043-25-000004,44,TN
0002066043-25-000004,46,UT
0002066043-25-000004,48,VA
0002066043-25-000004,50,WV
0002066043-25-000004,52,WY
0002066043-25-000004,54,A1
0002066043-25-000004,56,A3
0002066043-25-000004,58,A5
0002066043-25-000004,60,A7
0002066043-25-000004,33,NY
0001665160-25-001231,1,AL
0001665160-25-001231,51,WI
0001665160-25-001231,5,CA
0001665160-25-001231,7,CT
0001665160-25-001231,9,DC
0001665160-25-001231,10,FL
0001665160-25-001231,12,HI
0001665160-25-001231,14,IL
0001665160-25-001231,16,IA
0001665160-25-001231,18,KY
0001665160-25-001231,20,ME
0001665160-25-001231,22,MA
0001665160-25-001231,24,MN
0001665160-25-001231,26,MO
0001665160-25-001231,28,NE
0001665160-25-001231,30,NH
0001665160-25-001231,32,NM
0001665160-25-001231,34,NC
0001665160-25-001231,36,OH
0001665160-25-001231,38,OR
0001665160-25-001231,40,PR
0001665160-25-001231,42,SC
0001665160-25-001231,44,TN
0001665160-25-001231,46,UT
0001665160-25-001231,48,VA
0001665160-25-001231,50,WV
0001665160-25-001231,52,WY
0001665160-25-001231,2,AK
0001665160-25-001231,4,AR
0001665160-25-001231,6,CO
0001665160-25-001231,8,DE
0001665160-25-001231,11,GA
0001665160-25-001231,13,ID
0001665160-25-001231,15,IN
0001665160-25-001231,17,KS
0001665160-25-001231,19,LA
0001665160-25-001231,21,MD
0001665160-25-001231,23,MI
0001665160-25-001231,25,MS
0001665160-25-001231,27,MT
0001665160-25-001231,29,NV
0001665160-25-001231,31,NJ
0001665160-25-001231,33,NY
0001665160-25-001231,35,ND
0001665160-25-001231,37,OK
0001665160-25-001231,39,PA
0001665160-25-001231,41,RI
0001665160-25-001231,43,SD
0001665160-25-001231,45,TX
0001665160-25-001231,47,VT
0001665160-25-001231,49,WA
0001665160-25-001231,3,AZ
0001665160-25-001230,28,NE
0001665160-25-001230,30,NH
0001665160-25-001230,32,NM
0001665160-25-001230,34,NC
0001665160-25-001230,36,OH
0001665160-25-001230,38,OR
0001665160-25-001230,40,PR
0001665160-25-001230,42,SC
0001665160-25-001230,45,TX
0001665160-25-001230,47,VT
0001665160-25-001230,49,WA
0001665160-25-001230,51,WI
0001665160-25-001230,2,AK
0001665160-25-001230,4,AR
0001665160-25-001230,6,CO
0001665160-25-001230,8,DE
0001665160-25-001230,10,FL
0001665160-25-001230,12,HI
0001665160-25-001230,14,IL
0001665160-25-001230,16,IA
0001665160-25-001230,18,KY
0001665160-25-001230,20,ME
0001665160-25-001230,33,NY
0001665160-25-001230,35,ND
0001665160-25-001230,37,OK
0001665160-25-001230,39,PA
0001665160-25-001230,41,RI
0001665160-25-001230,43,SD
0001665160-25-001230,46,UT
0001665160-25-001230,48,VA
0001665160-25-001230,44,TN
0001665160-25-001230,22,MA
0001665160-25-001230,24,MN
0001665160-25-001230,26,MO
0001665160-25-001230,1,AL
0001665160-25-001230,3,AZ
0001665160-25-001230,5,CA
0001665160-25-001230,7,CT
0001665160-25-001230,9,DC
0001665160-25-001230,11,GA
0001665160-25-001230,13,ID
0001665160-25-001230,15,IN
0001665160-25-001230,17,KS
0001665160-25-001230,19,LA
0001665160-25-001230,21,MD
0001665160-25-001230,23,MI
0001665160-25-001230,25,MS
0001665160-25-001230,27,MT
0001665160-25-001230,29,NV
0001665160-25-001230,31,NJ
0001665160-25-001230,50,WV
0001665160-25-001230,52,WY
0001665160-25-001229,44,TN
0001665160-25-001229,29,NV
0001665160-25-001229,48,VA
0001665160-25-001229,50,WV
0001665160-25-001229,52,WY
0001665160-25-001229,2,AK
0001665160-25-001229,4,AR
0001665160-25-001229,6,CO
0001665160-25-001229,8,DE
0001665160-25-001229,10,FL
0001665160-25-001229,12,HI
0001665160-25-001229,14,IL
0001665160-25-001229,16,IA
0001665160-25-001229,18,KY
0001665160-25-001229,20,ME
0001665160-25-001229,22,MA
0001665160-25-001229,24,MN
0001665160-25-001229,26,MO
0001665160-25-001229,28,NE
0001665160-25-001229,30,NH
0001665160-25-001229,32,NM
0001665160-25-001229,34,NC
0001665160-25-001229,36,OH
0001665160-25-001229,38,OR
0001665160-25-001229,40,PR
0001665160-25-001229,42,SC
0001665160-25-001229,31,NJ
0001665160-25-001229,33,NY
0001665160-25-001229,35,ND
0001665160-25-001229,37,OK
0001665160-25-001229,39,PA
0001665160-25-001229,41,RI
0001665160-25-001229,43,SD
0001665160-25-001229,45,TX
0001665160-25-001229,47,VT
0001665160-25-001229,49,WA
0001665160-25-001229,51,WI
0001665160-25-001229,1,AL
0001665160-25-001229,3,AZ
0001665160-25-001229,5,CA
0001665160-25-001229,7,CT
0001665160-25-001229,9,DC
0001665160-25-001229,11,GA
0001665160-25-001229,13,ID
0001665160-25-001229,15,IN
0001665160-25-001229,17,KS
0001665160-25-001229,19,LA
0001665160-25-001229,21,MD
0001665160-25-001229,23,MI
0001665160-25-001229,25,MS
0001665160-25-001229,27,MT
0001665160-25-001229,46,UT
0002063604-25-000143,48,VA
0002063604-25-000143,47,VT
0002063604-25-000143,52,WY
0002063604-25-000143,54,A1
0002063604-25-000143,56,A3
0002063604-25-000143,58,A5
0002063604-25-000143,60,A7
0002063604-25-000143,62,A9
0002063604-25-000143,64,Z4
0002063604-25-000143,2,AK
0002063604-25-000143,4,AR
0002063604-25-000143,6,CO
0002063604-25-000143,8,DE
0002063604-25-000143,10,FL
0002063604-25-000143,12,HI
0002063604-25-000143,14,IL
0002063604-25-000143,16,IA
0002063604-25-000143,18,KY
0002063604-25-000143,20,ME
0002063604-25-000143,22,MA
0002063604-25-000143,24,MN
0002063604-25-000143,26,MO
0002063604-25-000143,28,NE
0002063604-25-000143,30,NH
0002063604-25-000143,32,NM
0002063604-25-000143,34,NC
0002063604-25-000143,36,OH
0002063604-25-000143,38,OR
0002063604-25-000143,40,PR
0002063604-25-000143,42,SC
0002063604-25-000143,44,TN
0002063604-25-000143,46,UT
0002063604-25-000143,49,WA
0002063604-25-000143,51,WI
0002063604-25-000143,53,A0
0002063604-25-000143,55,A2
0002063604-25-000143,57,A4
0002063604-25-000143,59,A6
0002063604-25-000143,61,A8
0002063604-25-000143,63,B0
0002063604-25-000143,1,AL
0002063604-25-000143,3,AZ
0002063604-25-000143,5,CA
0002063604-25-000143,7,CT
0002063604-25-000143,9,DC
0002063604-25-000143,11,GA
0002063604-25-000143,13,ID
0002063604-25-000143,15,IN
0002063604-25-000143,17,KS
0002063604-25-000143,19,LA
0002063604-25-000143,21,MD
0002063604-25-000143,23,MI
0002063604-25-000143,25,MS
0002063604-25-000143,27,MT
0002063604-25-000143,29,NV
0002063604-25-000143,31,NJ
0002063604-25-000143,33,NY
0002063604-25-000143,35,ND
0002063604-25-000143,37,OK
0002063604-25-000143,39,PA
0002063604-25-000143,41,RI
0002063604-25-000143,43,SD
0002063604-25-000143,45,TX
0002063604-25-000143,50,WV
0001641172-25-015982,1,AL
0001641172-25-015982,4,AR
0001641172-25-015982,5,CA
0001641172-25-015982,7,CT
0001641172-25-015982,9,FL
0001641172-25-015982,11,HI
0001641172-25-015982,14,IN
0001641172-25-015982,16,KS
0001641172-25-015982,18,LA
0001641172-25-015982,20,MD
0001641172-25-015982,22,MI
0001641172-25-015982,24,MS
0001641172-25-015982,26,MT
0001641172-25-015982,28,NV
0001641172-25-015982,30,NJ
0001641172-25-015982,32,NY
0001641172-25-015982,34,ND
0001641172-25-015982,36,OK
0001641172-25-015982,38,PA
0001641172-25-015982,40,SC
0001641172-25-015982,42,TN
0001641172-25-015982,44,UT
0001641172-25-015982,46,VA
0001641172-25-015982,48,WV
0001641172-25-015982,50,WY
0001641172-25-015982,52,B5
0001641172-25-015982,54,PR
0001641172-25-015982,56,VI
0001641172-25-015982,6,CO
0001641172-25-015982,8,DE
0001641172-25-015982,10,GA
0001641172-25-015982,12,ID
0001641172-25-015982,15,IA
0001641172-25-015982,17,KY
0001641172-25-015982,19,ME
0001641172-25-015982,21,MA
0001641172-25-015982,23,MN
0001641172-25-015982,25,MO
0001641172-25-015982,27,NE
0001641172-25-015982,29,NH
0001641172-25-015982,31,NM
0001641172-25-015982,33,NC
0001641172-25-015982,35,OH
0001641172-25-015982,37,OR
0001641172-25-015982,39,RI
0001641172-25-015982,41,SD
0001641172-25-015982,43,TX
0001641172-25-015982,45,VT
0001641172-25-015982,47,WA
0001641172-25-015982,49,WI
0001641172-25-015982,51,DC
0001641172-25-015982,53,GU
0001641172-25-015982,55,1V
0001641172-25-015982,13,IL
0001641172-25-015982,2,AK
0001641172-25-015982,3,AZ
0002047783-25-000002,52,WY
0002047783-25-000002,54,A1
0002047783-25-000002,56,A3
0002047783-25-000002,58,A5
0002047783-25-000002,60,A7
0002047783-25-000002,62,A9
0002047783-25-000002,64,Z4
0002063604-25-000142,1,AL
0002063604-25-000142,3,AZ
0002063604-25-000142,5,CA
0002063604-25-000142,7,CT
0002063604-25-000142,9,DC
0002063604-25-000142,11,GA
0002063604-25-000142,13,ID
0002063604-25-000142,15,IN
0002063604-25-000142,17,KS
0002063604-25-000142,19,LA
0002063604-25-000142,21,MD
0002063604-25-000142,23,MI
0002063604-25-000142,25,MS
0002063604-25-000142,27,MT
0002063604-25-000142,29,NV
0002063604-25-000142,31,NJ
0002063604-25-000142,33,NY
0002063604-25-000142,35,ND
0002063604-25-000142,37,OK
0002063604-25-000142,39,PA
0002063604-25-000142,41,RI
0002047783-25-000002,1,AL
0002047783-25-000002,3,AZ
0002063604-25-000142,43,SD
0002063604-25-000142,45,TX
0002063604-25-000142,47,VT
0002063604-25-000142,49,WA
0002063604-25-000142,50,WV
0002063604-25-000142,52,WY
0002063604-25-000142,54,A1
0002063604-25-000142,56,A3
0002063604-25-000142,58,A5
0002063604-25-000142,60,A7
0002063604-25-000142,62,A9
0002063604-25-000142,64,Z4
0002047783-25-000002,2,AK
0002047783-25-000002,4,AR
0002047783-25-000002,6,CO
0002047783-25-000002,8,DE
0002047783-25-000002,10,FL
0002047783-25-000002,12,HI
0002047783-25-000002,14,IL
0002047783-25-000002,16,IA
0002047783-25-000002,18,KY
0002047783-25-000002,20,ME
0002047783-25-000002,22,MA
0002047783-25-000002,24,MN
0002047783-25-000002,26,MO
0002047783-25-000002,28,NE
0002047783-25-000002,30,NH
0002047783-25-000002,32,NM
0002047783-25-000002,34,NC
0002047783-25-000002,36,OH
0002047783-25-000002,38,OR
0002047783-25-000002,40,PR
0002047783-25-000002,42,SC
0002047783-25-000002,44,TN
0002047783-25-000002,46,UT
0002047783-25-000002,48,VA
0002047783-25-000002,50,WV
0002047783-25-000002,5,CA
0002047783-25-000002,7,CT
0002047783-25-000002,9,DC
0002047783-25-000002,11,GA
0002047783-25-000002,13,ID
0002047783-25-000002,15,IN
0002047783-25-000002,17,KS
0002047783-25-000002,19,LA
0002047783-25-000002,21,MD
0002047783-25-000002,23,MI
0002047783-25-000002,33,NY
0002047783-25-000002,35,ND
0002047783-25-000002,37,OK
0002047783-25-000002,39,PA
0002047783-25-000002,41,RI
0002047783-25-000002,43,SD
0002047783-25-000002,45,TX
0002047783-25-000002,47,VT
0002047783-25-000002,49,WA
0002047783-25-000002,51,WI
0002047783-25-000002,53,A0
0002047783-25-000002,55,A2
0002047783-25-000002,57,A4
0002047783-25-000002,59,A6
0002047783-25-000002,61,A8
0002047783-25-000002,63,B0
0002047783-25-000002,25,MS
0002047783-25-000002,27,MT
0002047783-25-000002,29,NV
0002047783-25-000002,31,NJ
0002063604-25-000142,2,AK
0002063604-25-000142,4,AR
0002063604-25-000142,6,CO
0002063604-25-000142,8,DE
0002063604-25-000142,10,FL
0002063604-25-000142,12,HI
0002063604-25-000142,14,IL
0002063604-25-000142,16,IA
0002063604-25-000142,18,KY
0002063604-25-000142,20,ME
0002063604-25-000142,22,MA
0002063604-25-000142,24,MN
0002063604-25-000142,26,MO
0002063604-25-000142,28,NE
0002063604-25-000142,30,NH
0002063604-25-000142,32,NM
0002063604-25-000142,34,NC
0002063604-25-000142,36,OH
0002063604-25-000142,38,OR
0002063604-25-000142,40,PR
0002063604-25-000142,42,SC
0002063604-25-000142,44,TN
0002063604-25-000142,46,UT
0002063604-25-000142,48,VA
0002063604-25-000142,51,WI
0002063604-25-000142,53,A0
0002063604-25-000142,55,A2
0002063604-25-000142,57,A4
0002063604-25-000142,59,A6
0002063604-25-000142,61,A8
0002063604-25-000142,63,B0
0001641172-25-015938,18,LA
0001641172-25-015938,22,MI
0001641172-25-015938,24,MS
0001641172-25-015938,28,NV
0001641172-25-015938,30,NJ
0001641172-25-015938,32,NY
0001641172-25-015938,50,WY
0001641172-25-015938,52,B5
0001641172-25-015938,54,PR
0001641172-25-015938,34,ND
0001641172-25-015938,36,OK
0001641172-25-015938,38,PA
0001641172-25-015938,40,SC
0001641172-25-015938,42,TN
0001641172-25-015938,44,UT
0001641172-25-015938,46,VA
0001641172-25-015938,48,WV
0001641172-25-015938,20,MD
0001641172-25-015938,26,MT
0001641172-25-015938,56,VI
0001641172-25-015938,1,AL
0001641172-25-015938,3,AZ
0001641172-25-015938,5,CA
0001641172-25-015938,7,CT
0001641172-25-015938,9,FL
0001641172-25-015938,11,HI
0001641172-25-015938,13,IL
0001641172-25-015938,15,IA
0001641172-25-015938,17,KY
0001641172-25-015938,19,ME
0001641172-25-015938,21,MA
0001641172-25-015938,23,MN
0001641172-25-015938,25,MO
0001641172-25-015938,27,NE
0001641172-25-015938,29,NH
0001641172-25-015938,31,NM
0001641172-25-015938,33,NC
0001641172-25-015938,35,OH
0001641172-25-015938,37,OR
0001641172-25-015938,39,RI
0001641172-25-015938,41,SD
0001641172-25-015938,43,TX
0001641172-25-015938,45,VT
0001641172-25-015938,47,WA
0001641172-25-015938,49,WI
0001641172-25-015938,51,DC
0001641172-25-015938,53,GU
0001641172-25-015938,55,1V
0001641172-25-015938,2,AK
0001641172-25-015938,4,AR
0001641172-25-015938,6,CO
0001641172-25-015938,8,DE
0001641172-25-015938,10,GA
0001641172-25-015938,12,ID
0001641172-25-015938,14,IN
0001641172-25-015938,16,KS
0001641172-25-015935,14,IN
0001641172-25-015935,9,FL
0001641172-25-015935,18,LA
0001641172-25-015935,20,MD
0001641172-25-015935,22,MI
0001641172-25-015935,24,MS
0001641172-25-015935,26,MT
0001641172-25-015935,28,NV
0001641172-25-015935,30,NJ
0001641172-25-015935,32,NY
0001641172-25-015935,34,ND
0001641172-25-015935,36,OK
0001641172-25-015935,38,PA
0001641172-25-015935,40,SC
0001641172-25-015935,42,TN
0001641172-25-015935,44,UT
0001641172-25-015935,46,VA
0001641172-25-015935,48,WV
0001641172-25-015935,50,WY
0001641172-25-015935,52,B5
0001641172-25-015935,54,PR
0001641172-25-015935,56,VI
0001641172-25-015935,2,AK
0001641172-25-015935,4,AR
0001641172-25-015935,6,CO
0001641172-25-015935,8,DE
0001641172-25-015935,10,GA
0001641172-25-015935,12,ID
0001641172-25-015935,11,HI
0001641172-25-015935,13,IL
0001641172-25-015935,15,IA
0001641172-25-015935,17,KY
0001641172-25-015935,19,ME
0001641172-25-015935,21,MA
0001641172-25-015935,23,MN
0001641172-25-015935,25,MO
0001641172-25-015935,27,NE
0001641172-25-015935,29,NH
0001641172-25-015935,31,NM
0001641172-25-015935,33,NC
0001641172-25-015935,35,OH
0001641172-25-015935,37,OR
0001641172-25-015935,39,RI
0001641172-25-015935,41,SD
0001641172-25-015935,43,TX
0001641172-25-015935,45,VT
0001641172-25-015935,47,WA
0001641172-25-015935,49,WI
0001641172-25-015935,51,DC
0001641172-25-015935,53,GU
0001641172-25-015935,55,1V
0001641172-25-015935,1,AL
0001641172-25-015935,3,AZ
0001641172-25-015935,5,CA
0001641172-25-015935,7,CT
0001641172-25-015935,16,KS
0001641172-25-015927,9,FL
0001641172-25-015927,36,OK
0001641172-25-015927,13,IL
0001641172-25-015927,15,IA
0001641172-25-015927,17,KY
0001641172-25-015927,19,ME
0001641172-25-015927,21,MA
0001641172-25-015927,23,MN
0001641172-25-015927,25,MO
0001641172-25-015927,27,NE
0001641172-25-015927,29,NH
0001641172-25-015927,31,NM
0001641172-25-015927,33,NC
0001641172-25-015927,35,OH
0001641172-25-015927,37,OR
0001641172-25-015927,39,RI
0001641172-25-015927,41,SD
0001641172-25-015927,43,TX
0001641172-25-015927,45,VT
0001641172-25-015927,47,WA
0001641172-25-015927,49,WI
0001641172-25-015927,51,DC
0001641172-25-015927,53,GU
0001641172-25-015927,55,1V
0001641172-25-015927,1,AL
0001641172-25-015927,3,AZ
0001641172-25-015927,5,CA
0001641172-25-015927,7,CT
0001641172-25-015927,2,AK
0001641172-25-015927,4,AR
0001641172-25-015927,6,CO
0001641172-25-015927,8,DE
0001641172-25-015927,10,GA
0001641172-25-015927,12,ID
0001641172-25-015927,14,IN
0001641172-25-015927,16,KS
0001641172-25-015927,18,LA
0001641172-25-015927,20,MD
0001641172-25-015927,22,MI
0001641172-25-015927,24,MS
0001641172-25-015927,26,MT
0001641172-25-015927,28,NV
0001641172-25-015927,30,NJ
0001641172-25-015927,32,NY
0001641172-25-015927,34,ND
0001641172-25-015927,38,PA
0001641172-25-015927,40,SC
0001641172-25-015927,42,TN
0001641172-25-015927,44,UT
0001641172-25-015927,46,VA
0001641172-25-015927,48,WV
0001641172-25-015927,50,WY
0001641172-25-015927,52,B5
0001641172-25-015927,54,PR
0001641172-25-015927,56,VI
0001641172-25-015927,11,HI
0001641172-25-015921,19,ME
0001641172-25-015921,56,VI
0001641172-25-015921,23,MN
0001641172-25-015921,25,MO
0001641172-25-015921,27,NE
0001641172-25-015921,29,NH
0001641172-25-015921,31,NM
0001641172-25-015921,33,NC
0001641172-25-015921,1,AL
0001641172-25-015921,3,AZ
0001641172-25-015921,5,CA
0001641172-25-015921,7,CT
0001641172-25-015921,9,FL
0001641172-25-015921,11,HI
0001641172-25-015921,13,IL
0001641172-25-015921,15,IA
0001641172-25-015921,17,KY
0001641172-25-015921,35,OH
0001641172-25-015921,37,OR
0001641172-25-015921,39,RI
0001641172-25-015921,41,SD
0001641172-25-015921,43,TX
0001641172-25-015921,45,VT
0001641172-25-015921,47,WA
0001641172-25-015921,49,WI
0001641172-25-015921,51,DC
0001641172-25-015921,53,GU
0001641172-25-015921,55,1V
0001641172-25-015921,2,AK
0001641172-25-015921,4,AR
0001641172-25-015921,6,CO
0001641172-25-015921,8,DE
0001641172-25-015921,10,GA
0001641172-25-015921,12,ID
0001641172-25-015921,14,IN
0001641172-25-015921,16,KS
0001641172-25-015921,18,LA
0001641172-25-015921,20,MD
0001641172-25-015921,22,MI
0001641172-25-015921,24,MS
0001641172-25-015921,26,MT
0001641172-25-015921,28,NV
0001641172-25-015921,30,NJ
0001641172-25-015921,32,NY
0001641172-25-015921,34,ND
0001641172-25-015921,36,OK
0001641172-25-015921,38,PA
0001641172-25-015921,40,SC
0001641172-25-015921,42,TN
0001641172-25-015921,44,UT
0001641172-25-015921,46,VA
0001641172-25-015921,48,WV
0001641172-25-015921,50,WY
0001641172-25-015921,52,B5
0001641172-25-015921,54,PR
0001641172-25-015921,21,MA
0001641172-25-015918,36,OK
0001641172-25-015918,38,PA
0001641172-25-015918,40,SC
0001641172-25-015918,42,TN
0001641172-25-015918,44,UT
0001641172-25-015918,46,VA
0001641172-25-015918,48,WV
0001641172-25-015918,50,WY
0001641172-25-015918,52,B5
0001641172-25-015918,54,PR
0001641172-25-015918,56,VI
0001641172-25-015918,1,AL
0001641172-25-015918,3,AZ
0001641172-25-015918,5,CA
0001641172-25-015918,7,CT
0001641172-25-015918,10,GA
0001641172-25-015918,12,ID
0001641172-25-015918,14,IN
0001641172-25-015918,16,KS
0001641172-25-015918,18,LA
0001641172-25-015918,20,MD
0001641172-25-015918,22,MI
0001641172-25-015918,24,MS
